Stfartro_Id;Ημερομηνία;Παραστατικό;Αριθμός;Κωδικός Είδους;Περιγραφή είδους
140.383.946,00;19/4/2019;62Π;139,00;002.01.03.026;ΚΟΥΜΟΥΛΟΥΣ 80WG 800ΓΡ.
140.383.946,00;19/4/2019;62Π;139,00;079.13.56.004;ΖΕΟΛΙΘΟΣ ΚΟΚ. (0-0,040mm) 20 ΚΙΛΩΝ
140.383.946,00;19/4/2019;62Π;139,00;028.05.57.010;ΒΙΠ 60 (20-20-20) 2 ΚΙΛΩΝ
148.383.959,00;19/4/2019;62Π_Α;199,00;057.07.38.286;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΑΒΑΤΑΡ 77Θ.
148.383.959,00;19/4/2019;62Π_Α;199,00;057.07.34.120;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΜΠΑΚΑΛΙΚΗ 77Θ.
148.383.959,00;19/4/2019;62Π_Α;199,00;057.07.34.523;ΣΠΟΡ/ΤΟ ΑΓΓΟΥΡΙ GREEN BABOO 54Θ.
148.383.959,00;19/4/2019;62Π_Α;199,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
144.383.814,00;19/4/2019;62Π_Β;189,00;002.01.01.051;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 5 ΛΙΤΡΩΝ
144.383.815,00;19/4/2019;62Π_Β;190,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
144.383.818,00;19/4/2019;62Π_Β;192,00;057.07.34.218;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΑΡΛΕΚΙΝ 54Θ.
144.383.818,00;19/4/2019;62Π_Β;192,00;057.07.34.528;ΣΠΟΡ/ΤΟ ΚΟΛΟΚΥΘΙ ΣΙΒΑΣ 54 Θ
144.383.818,00;19/4/2019;62Π_Β;192,00;057.07.34.215;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖΑΝΑΣ ΝΙΛΟ 54Θ.
144.383.818,00;19/4/2019;62Π_Β;192,00;057.07.34.226;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΝΤΟΛΜΥ 54Θ.
144.383.820,00;19/4/2019;62Π_Β;194,00;008.04.52.009;ΝΙΤΡΟΦΟΣΚΑ (15-15-15+5S) 25 ΚΙΛΩΝ
144.383.821,00;19/4/2019;62Π_Β;195,00;009.03.53.013;ΛΙΠ.ΤΡ. ΥΠΕΡΦ.(0-46-0) 40ΚΙΛΩΝ
140.383.945,00;19/4/2019;ΠΣΦ;3,00;002.01.01.051;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 5 ΛΙΤΡΩΝ
140.383.945,00;19/4/2019;ΠΣΦ;3,00;099.03.55.011;ΛΙΠ.(20-10-10) SOP Blend 40 ΚΙΛΩΝ
140.383.945,00;19/4/2019;ΠΣΦ;3,00;005.01.01.003;ΚΟΤΟΡΑΝ 50SC 5 ΛΙΤΡΩΝ
140.383.954,00;20/4/2019;41Π_ΕΣ;24,00;001.01.01.023;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 5 ΛΙΤΡΩΝ
140.383.955,00;20/4/2019;41Π_ΕΣ;24,00;001.01.01.023;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 5 ΛΙΤΡΩΝ
140.383.954,00;20/4/2019;41Π_ΕΣ;24,00;001.01.01.022;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 1 ΛΙΤΡΟY
140.383.955,00;20/4/2019;41Π_ΕΣ;24,00;001.01.01.022;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 1 ΛΙΤΡΟY
140.383.951,00;20/4/2019;62Π;140,00;004.01.01.005;ΜΠΟΝΑΛΑΝ 3 ΛΙΤΡΩΝ
140.383.951,00;20/4/2019;62Π;140,00;004.01.01.041;ΜΠΟΝΑΛΑΝ 10 ΛΙΤΡΩΝ
140.383.951,00;20/4/2019;62Π;140,00;009.03.53.013;ΛΙΠ.ΤΡ. ΥΠΕΡΦ.(0-46-0) 40ΚΙΛΩΝ
140.383.951,00;20/4/2019;62Π;140,00;025.02.29.001;ΜΗΔΙΚΗ ICON 25 ΚΙΛΩΝ
140.383.953,00;20/4/2019;62Π;142,00;004.01.01.016;ΜΑΣΤΑΝΓΚ 800 K. EK.
140.383.958,00;20/4/2019;62Π;143,00;004.01.01.016;ΜΑΣΤΑΝΓΚ 800 K. EK.
140.383.958,00;20/4/2019;62Π;143,00;066.01.01.023;ΚΡΕΝΤΙΤ 36SL 20 ΛΙΤΡΩΝ
140.383.958,00;20/4/2019;62Π;143,00;001.01.01.060;ΛΟΥΜΑΞ 537,5SC 20 ΛΙΤΡΩΝ
140.383.960,00;20/4/2019;62Π;144,00;007.01.04.005;ΑΜΠΑΜΕΚΤΙΝ 1,8 EC 500 K.EK.
140.383.960,00;20/4/2019;62Π;144,00;014.05.57.003;ΛΙΠ.SUPRAFIX CALBO 1 ΛΙΤΡΟΥ
140.383.960,00;20/4/2019;62Π;144,00;012.05.55.001;ΛΙΠ.(20-20-20) AZURO 25 ΚΙΛΩΝ
140.383.960,00;20/4/2019;62Π;144,00;008.04.52.001;ΝΙΤΡΟΦΟΣΚΑ (12-12-17+2) 40 ΚΙΛΩΝ
140.383.960,00;20/4/2019;62Π;144,00;003.01.05.001;ΣΑΝ ΟΙΛ 11Ε 99,1EC 1 ΛΙΤΡΟΥ
140.383.960,00;20/4/2019;62Π;144,00;066.01.02.007;ΝΟΥΠΡΙΝΤ 200SL 250 Κ.ΕΚ.
140.383.960,00;20/4/2019;62Π;144,00;012.01.03.010;ΜΕΡΠΑΝ 80WG 750 ΓΡ.
148.383.960,00;20/4/2019;62Π_Α;200,00;008.04.51.028;ΕΝΤΕΚ (26-0-0+13S) 40 ΚΙΛΩΝ
148.383.961,00;20/4/2019;62Π_Α;201,00;001.01.03.013;ΚΟΥΑΝΤΡΙΣ 25SC 375 Κ.ΕΚ.
148.383.961,00;20/4/2019;62Π_Α;201,00;008.04.51.042;ΕΝΤΕΚ (15-13-13+5S ) 40 ΚΙΛΩΝ
148.383.962,00;20/4/2019;62Π_Α;202,00;008.04.52.010;ΝΙΤΡΟΦΟΣΚΑ (15-15-15+5S) 40ΚΙΛΩΝ
144.383.822,00;20/4/2019;62Π_Β;196,00;002.01.03.014;ΣΙΓΚΝΟΥΜ 26,7/6,7WG 500 ΓΡ.
144.383.823,00;20/4/2019;62Π_Β;197,00;008.04.51.010;ΕΝΤΕΚ (46-0-0) 25 ΚΙΛΩΝ
144.383.823,00;20/4/2019;62Π_Β;197,00;057.07.36.014;ΕΛΑΙΟΔΕΝΔΡΟ ΜΕΓΑΡΩΝ
144.383.823,00;20/4/2019;62Π_Β;197,00;057.07.34.218;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΑΡΛΕΚΙΝ 54Θ.
144.383.823,00;20/4/2019;62Π_Β;197,00;057.07.34.528;ΣΠΟΡ/ΤΟ ΚΟΛΟΚΥΘΙ ΣΙΒΑΣ 54 Θ
144.383.823,00;20/4/2019;62Π_Β;197,00;057.07.34.232;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΓΙΑΝΓΚΑ 54Θ.
144.383.823,00;20/4/2019;62Π_Β;197,00;002.01.03.026;ΚΟΥΜΟΥΛΟΥΣ 80WG 800ΓΡ.
144.383.823,00;20/4/2019;62Π_Β;197,00;057.07.34.226;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΝΤΟΛΜΥ 54Θ.
144.383.823,00;20/4/2019;62Π_Β;197,00;002.01.06.001;ΣΤΟΡΜ (ΚΗΡΩΔΗ ΤΕΜ. 4 ΓΡ.) 112 ΓΡ.
144.383.824,00;20/4/2019;62Π_Β;198,00;005.01.01.002;ΚΟΤΟΡΑΝ 50SC 1 ΛΙΤΡΟΥ
144.383.824,00;20/4/2019;62Π_Β;198,00;002.01.01.051;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 5 ΛΙΤΡΩΝ
144.383.824,00;20/4/2019;62Π_Β;198,00;002.01.01.052;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 10 ΛΙΤΡΩΝ
144.383.824,00;20/4/2019;62Π_Β;198,00;005.01.01.003;ΚΟΤΟΡΑΝ 50SC 5 ΛΙΤΡΩΝ
144.383.824,00;20/4/2019;62Π_Β;198,00;002.01.01.044;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 1 ΛΙΤΡΟΥ
144.383.825,00;20/4/2019;62Π_Β;199,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
144.383.825,00;20/4/2019;62Π_Β;199,00;008.04.52.010;ΝΙΤΡΟΦΟΣΚΑ (15-15-15+5S) 40ΚΙΛΩΝ
144.383.827,00;20/4/2019;62Π_Β;200,00;002.01.01.015;ΠΟΥΛΣΑΡ 40SL 1 ΛΙΤΡΟΥ
144.383.827,00;20/4/2019;62Π_Β;200,00;011.01.01.004;ΤΑΡΓΚΑ 5EC 1 ΛΙΤΡΟΥ
144.383.827,00;20/4/2019;62Π_Β;200,00;002.01.05.002;ΝΤΑΣ HC 1 ΛΙΤΡΟΥ
144.383.828,00;20/4/2019;62Π_Β;201,00;057.07.34.353;ΣΠΟΡ/ΤΟ ΑΓΓΟΥΡΙ ΤΡΙΜΑΞ 54 Θ
144.383.828,00;20/4/2019;62Π_Β;201,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
144.383.829,00;20/4/2019;62Π_Β;202,00;002.01.01.052;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 10 ΛΙΤΡΩΝ
144.383.826,00;20/4/2019;71Π_Β;13,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
140.383.963,00;22/4/2019;62Π;145,00;066.01.03.009;ΚΟΥΠΡΟΞΑΤ 19SC 5 ΛΙΤΡΩΝ
140.383.963,00;22/4/2019;62Π;145,00;002.01.03.026;ΚΟΥΜΟΥΛΟΥΣ 80WG 800ΓΡ.
140.383.964,00;22/4/2019;62Π;146,00;066.01.03.009;ΚΟΥΠΡΟΞΑΤ 19SC 5 ΛΙΤΡΩΝ
140.383.965,00;22/4/2019;62Π;147,00;008.04.52.001;ΝΙΤΡΟΦΟΣΚΑ (12-12-17+2) 40 ΚΙΛΩΝ
140.383.966,00;22/4/2019;62Π;148,00;006.01.03.002;ΠΡΟΜΕΣ SL 500 Κ.ΕΚ.
140.383.966,00;22/4/2019;62Π;148,00;001.01.03.014;ΡΙΝΤΟΜΙΛ ΓΚΟΛΝΤ ΜΖ 68WG 500 ΓΡ.
140.383.966,00;22/4/2019;62Π;148,00;003.01.03.023;ΝΕΟΤΟΨΙΝ 70WG 700 ΓΡ.
140.383.967,00;22/4/2019;62Π;149,00;004.01.01.024;ΜΑΣΤΑΝΓΚ 2 ΛΙΤΡΩΝ
140.383.968,00;22/4/2019;62Π;150,00;057.07.34.354;ΣΠΟΡ/ΤΟ ΑΓΓΟΥΡΙ ΤΡΙΜΑΞ 77 Θ
148.383.963,00;22/4/2019;62Π_Α;203,00;001.01.01.023;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 5 ΛΙΤΡΩΝ
148.383.963,00;22/4/2019;62Π_Α;203,00;001.01.01.022;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 1 ΛΙΤΡΟY
148.383.963,00;22/4/2019;62Π_Α;203,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.963,00;22/4/2019;62Π_Α;203,00;026.02.21.030;ΒΑΜ/ΡΟΣ ΝΤΕΛ.396  200.000 ΣΠ.
148.383.963,00;22/4/2019;62Π_Α;203,00;066.01.01.025;ΦΛΟΟΥ 50 SC 5 ΛΙΤΡΩΝ
148.383.964,00;22/4/2019;62Π_Α;204,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.965,00;22/4/2019;62Π_Α;205,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.969,00;22/4/2019;62Π_Α;207,00;025.02.21.030;ΒΑΜ/ΡΟΣ ΕΛΠΙΔΑ R1 20 ΚΙΛΩΝ
148.383.969,00;22/4/2019;62Π_Α;207,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.970,00;22/4/2019;62Π_Α;208,00;025.02.21.030;ΒΑΜ/ΡΟΣ ΕΛΠΙΔΑ R1 20 ΚΙΛΩΝ
148.383.970,00;22/4/2019;62Π_Α;208,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.971,00;22/4/2019;62Π_Α;209,00;001.01.01.023;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 5 ΛΙΤΡΩΝ
148.383.971,00;22/4/2019;62Π_Α;209,00;025.02.21.030;ΒΑΜ/ΡΟΣ ΕΛΠΙΔΑ R1 20 ΚΙΛΩΝ
148.383.971,00;22/4/2019;62Π_Α;209,00;001.01.01.022;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 1 ΛΙΤΡΟY
148.383.971,00;22/4/2019;62Π_Α;209,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.971,00;22/4/2019;62Π_Α;209,00;005.01.01.003;ΚΟΤΟΡΑΝ 50SC 5 ΛΙΤΡΩΝ
148.383.972,00;22/4/2019;62Π_Α;210,00;025.02.21.030;ΒΑΜ/ΡΟΣ ΕΛΠΙΔΑ R1 20 ΚΙΛΩΝ
148.383.972,00;22/4/2019;62Π_Α;210,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.973,00;22/4/2019;62Π_Α;211,00;005.01.01.002;ΚΟΤΟΡΑΝ 50SC 1 ΛΙΤΡΟΥ
148.383.973,00;22/4/2019;62Π_Α;211,00;025.02.21.030;ΒΑΜ/ΡΟΣ ΕΛΠΙΔΑ R1 20 ΚΙΛΩΝ
148.383.973,00;22/4/2019;62Π_Α;211,00;001.01.01.022;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 1 ΛΙΤΡΟY
148.383.973,00;22/4/2019;62Π_Α;211,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.973,00;22/4/2019;62Π_Α;211,00;005.01.01.003;ΚΟΤΟΡΑΝ 50SC 5 ΛΙΤΡΩΝ
148.383.977,00;22/4/2019;62Π_Α;212,00;005.01.01.002;ΚΟΤΟΡΑΝ 50SC 1 ΛΙΤΡΟΥ
148.383.977,00;22/4/2019;62Π_Α;212,00;001.01.01.022;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 1 ΛΙΤΡΟY
148.383.977,00;22/4/2019;62Π_Α;212,00;005.01.01.003;ΚΟΤΟΡΑΝ 50SC 5 ΛΙΤΡΩΝ
148.383.977,00;22/4/2019;62Π_Α;212,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
144.383.830,00;22/4/2019;62Π_Β;203,00;001.01.01.023;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 5 ΛΙΤΡΩΝ
144.383.830,00;22/4/2019;62Π_Β;203,00;023.01.03.002;ΜΠΟΡΝΤΟ ΦΕΡΤ 20ΒΥ 1 ΚΙΛΟΥ
144.383.830,00;22/4/2019;62Π_Β;203,00;026.02.21.030;ΒΑΜ/ΡΟΣ ΝΤΕΛ.396  200.000 ΣΠ.
144.383.830,00;22/4/2019;62Π_Β;203,00;066.01.01.025;ΦΛΟΟΥ 50 SC 5 ΛΙΤΡΩΝ
144.383.831,00;22/4/2019;62Π_Β;204,00;001.01.01.022;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 1 ΛΙΤΡΟY
144.383.832,00;22/4/2019;62Π_Β;205,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
144.383.833,00;22/4/2019;62Π_Β;206,00;057.07.34.528;ΣΠΟΡ/ΤΟ ΚΟΛΟΚΥΘΙ ΣΙΒΑΣ 54 Θ
144.383.833,00;22/4/2019;62Π_Β;206,00;066.01.01.014;ΚΛΙΝΙΚ 36SL 1 ΛΙΤΡΟΥ
144.383.833,00;22/4/2019;62Π_Β;206,00;057.07.34.226;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΝΤΟΛΜΥ 54Θ.
144.383.833,00;22/4/2019;62Π_Β;206,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
144.383.834,00;22/4/2019;62Π_Β;207,00;057.07.34.138;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΠΡΙΜΑΝΤΟΝΑ 54Θ.
144.383.834,00;22/4/2019;62Π_Β;207,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
144.383.834,00;22/4/2019;62Π_Β;207,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
144.383.835,00;22/4/2019;62Π_Β;208,00;005.01.01.002;ΚΟΤΟΡΑΝ 50SC 1 ΛΙΤΡΟΥ
144.383.835,00;22/4/2019;62Π_Β;208,00;002.01.01.051;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 5 ΛΙΤΡΩΝ
144.383.835,00;22/4/2019;62Π_Β;208,00;005.01.01.003;ΚΟΤΟΡΑΝ 50SC 5 ΛΙΤΡΩΝ
144.383.836,00;22/4/2019;62Π_Β;209,00;008.04.52.010;ΝΙΤΡΟΦΟΣΚΑ (15-15-15+5S) 40ΚΙΛΩΝ
144.383.836,00;22/4/2019;62Π_Β;209,00;008.04.52.009;ΝΙΤΡΟΦΟΣΚΑ (15-15-15+5S) 25 ΚΙΛΩΝ
144.383.837,00;22/4/2019;62Π_Β;210,00;066.01.01.023;ΚΡΕΝΤΙΤ 36SL 20 ΛΙΤΡΩΝ
144.383.838,00;22/4/2019;62Π_Β;211,00;002.01.01.051;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 5 ΛΙΤΡΩΝ
144.383.838,00;22/4/2019;62Π_Β;211,00;025.02.21.030;ΒΑΜ/ΡΟΣ ΕΛΠΙΔΑ R1 20 ΚΙΛΩΝ
144.383.838,00;22/4/2019;62Π_Β;211,00;026.02.21.028;ΒΑΜ/ΡΟΣ ΝΤΕΛ.332  200.000 ΣΠ.
144.383.838,00;22/4/2019;62Π_Β;211,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
144.383.838,00;22/4/2019;62Π_Β;211,00;005.01.01.003;ΚΟΤΟΡΑΝ 50SC 5 ΛΙΤΡΩΝ
144.383.839,00;22/4/2019;62Π_Β;212,00;004.01.01.024;ΜΑΣΤΑΝΓΚ 2 ΛΙΤΡΩΝ
144.383.840,00;22/4/2019;62Π_Β;213,00;004.01.01.016;ΜΑΣΤΑΝΓΚ 800 K. EK.
144.383.841,00;22/4/2019;62Π_Β;214,00;008.04.52.009;ΝΙΤΡΟΦΟΣΚΑ (15-15-15+5S) 25 ΚΙΛΩΝ
144.383.841,00;22/4/2019;62Π_Β;214,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
144.383.842,00;22/4/2019;62Π_Β;215,00;057.07.34.528;ΣΠΟΡ/ΤΟ ΚΟΛΟΚΥΘΙ ΣΙΒΑΣ 54 Θ
144.383.842,00;22/4/2019;62Π_Β;215,00;057.07.34.353;ΣΠΟΡ/ΤΟ ΑΓΓΟΥΡΙ ΤΡΙΜΑΞ 54 Θ
144.383.842,00;22/4/2019;62Π_Β;215,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
144.383.842,00;22/4/2019;62Π_Β;215,00;057.07.34.226;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΝΤΟΛΜΥ 54Θ.
144.383.842,00;22/4/2019;62Π_Β;215,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
140.383.971,00;23/4/2019;41Π_ΕΣ;25,00;001.01.01.022;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 1 ΛΙΤΡΟY
140.383.973,00;23/4/2019;41Π_ΕΣ;25,00;001.01.01.022;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 1 ΛΙΤΡΟY
140.383.971,00;23/4/2019;41Π_ΕΣ;25,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
140.383.973,00;23/4/2019;41Π_ΕΣ;25,00;004.01.02.014;ΡΕΛΝΤΑΝ 2E 100 Κ.ΕΚ.
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;002.01.01.051;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 5 ΛΙΤΡΩΝ
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;002.01.01.051;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 5 ΛΙΤΡΩΝ
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;025.02.21.030;ΒΑΜ/ΡΟΣ ΕΛΠΙΔΑ R1 20 ΚΙΛΩΝ
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;025.02.21.030;ΒΑΜ/ΡΟΣ ΕΛΠΙΔΑ R1 20 ΚΙΛΩΝ
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;066.01.02.010;ΝΟΥΠΡΙΝΤ 200SL 100 Κ.ΕΚ.
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;066.01.02.010;ΝΟΥΠΡΙΝΤ 200SL 100 Κ.ΕΚ.
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;026.02.21.030;ΒΑΜ/ΡΟΣ ΝΤΕΛ.396  200.000 ΣΠ.
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;026.02.21.030;ΒΑΜ/ΡΟΣ ΝΤΕΛ.396  200.000 ΣΠ.
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;002.01.01.052;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 10 ΛΙΤΡΩΝ
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;066.01.02.007;ΝΟΥΠΡΙΝΤ 200SL 250 Κ.ΕΚ.
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;001.01.01.021;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 250 Κ.ΕΚ
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;003.02.22.014;ΚΑΛ/ΚΙ ΝΤΕΚΑΛΠ 6442 50.000 ΣΠ.
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;002.01.01.052;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 10 ΛΙΤΡΩΝ
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;066.01.02.007;ΝΟΥΠΡΙΝΤ 200SL 250 Κ.ΕΚ.
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;001.01.01.021;ΝΤΟΥΑΛ ΓΚΟΛΝΤ 96EC 250 Κ.ΕΚ
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;003.02.22.014;ΚΑΛ/ΚΙ ΝΤΕΚΑΛΠ 6442 50.000 ΣΠ.
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;005.01.01.003;ΚΟΤΟΡΑΝ 50SC 5 ΛΙΤΡΩΝ
148.383.981,00;23/4/2019;41Π_ΕΣΑ;32,00;035.02.21.009;ΒΑΜ/ΡΟΣ ST 474 20 ΚΙΛΩΝ
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;005.01.01.003;ΚΟΤΟΡΑΝ 50SC 5 ΛΙΤΡΩΝ
148.383.989,00;23/4/2019;41Π_ΕΣΑ;32,00;035.02.21.009;ΒΑΜ/ΡΟΣ ST 474 20 ΚΙΛΩΝ
148.383.988,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.230;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΑΪΚΟ 54Θ.
148.383.987,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.230;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΑΪΚΟ 54Θ.
148.383.987,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.218;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΑΡΛΕΚΙΝ 54Θ.
148.383.987,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.215;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖΑΝΑΣ ΝΙΛΟ 54Θ.
148.383.988,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.218;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΑΡΛΕΚΙΝ 54Θ.
148.383.988,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.215;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖΑΝΑΣ ΝΙΛΟ 54Θ.
148.383.987,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
148.383.988,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.435;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΟΞΑΝΑ 54Θ.
148.383.987,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
148.383.987,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.265;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΜΕΡΙΝΤΙΑΝ 54Θ.
148.383.988,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
148.383.988,00;23/4/2019;41Π_ΕΣΑ;33,00;057.07.34.265;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΜΕΡΙΝΤΙΑΝ 54Θ.
148.383.991,00;23/4/2019;41Π_ΕΣΑ;34,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
148.383.992,00;23/4/2019;41Π_ΕΣΑ;34,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
