Stfartro_Id;Παραστατικό;Αριθμός;Κωδικός Είδους;Αξία έκπτωσης εξαγωγών
10.836,00;1ΤΔΑ;977,00;ΚΑ.ΟΔΟΝ.011;0,00
10.836,00;1ΤΔΑ;977,00;ΚΑ.ΟΔΟΝ.006;0,00
10.837,00;1ΤΔΑ;978,00;ΣΤ.ΜΑΚΙ.015;0,00
10.837,00;1ΤΔΑ;978,00;ΣΤ.ΜΑΣΚ.019;0,00
10.837,00;1ΤΔΑ;978,00;XO.ΑΦΡΛ.001;0,00
10.837,00;1ΤΔΑ;978,00;KM.ΑΠΟΣ.049;0,00
10.838,00;1ΤΔΑ;979,00;KM.ΑΠΟΣ.049;0,00
10.838,00;1ΤΔΑ;979,00;ΤΣ.ΚΟΛΩ.640;3,60
10.838,00;1ΤΔΑ;979,00;ΣΤ.ΚΟΛΩ.202;5,70
10.838,00;1ΤΔΑ;979,00;ΣΤ.ΚΟΛΩ.217;3,04
10.838,00;1ΤΔΑ;979,00;ΣΜ.ΜΑΚΙ.001;0,00
10.838,00;1ΤΔΑ;979,00;ΣΤ.ΚΟΛΩ.100;5,00
10.838,00;1ΤΔΑ;979,00;ΤΣ.ΚΟΛΩ.228;3,85
10.839,00;1ΤΔΑ;980,00;ΧΠ.ΜΑΚΙ.001;0,00
10.839,00;1ΤΔΑ;980,00;KM.ΑΠΟΣ.049;0,00
10.839,00;1ΤΔΑ;980,00;ΑΝ.ΑΦΡΟ.055;0,89
10.839,00;1ΤΔΑ;980,00;XO.ΑΦΞΥ.048;3,14
10.839,00;1ΤΔΑ;980,00;DS.ΑΦΡΛ.002;0,00
10.840,00;1ΤΔΑ;981,00;ΚΑ.ΟΔΟΝ.003;0,00
10.840,00;1ΤΔΑ;981,00;ΚΑ.ΟΔΟΝ.017;0,00
10.840,00;1ΤΔΑ;981,00;ΚΑ.ΟΔΟΝ.025;0,00
10.840,00;1ΤΔΑ;981,00;ΚΑ.ΟΔΟΝ.026;0,00
10.840,00;1ΤΔΑ;981,00;ΚΑ.ΟΔΟΝ.001;0,00
10.840,00;1ΤΔΑ;981,00;ΑΝ.ΑΦΡΟ.074;0,00
10.840,00;1ΤΔΑ;981,00;ΚΑ.ΟΔΟΝ.011;0,00
10.840,00;1ΤΔΑ;981,00;ΚΑ.ΟΔΟΝ.006;0,00
10.843,00;1ΤΔΑ;982,00;ΤΣ.ΚΟΛΩ.275;0,00
10.843,00;1ΤΔΑ;982,00;ΧΠ.ΚΟΛΩ.138;0,00
10.843,00;1ΤΔΑ;982,00;ΧΠ.ΚΟΛΩ.138;0,00
10.843,00;1ΤΔΑ;982,00;ΝΤ.ΜΑΚΙ.002;0,00
10.844,00;1ΤΔΑ;983,00;ΧΠ.ΜΑΚΙ.001;0,00
10.845,00;1ΤΔΑ;984,00;ΤΣ.ΚΟΛΩ.183;0,00
10.845,00;1ΤΔΑ;984,00;ΧΠ.ΚΟΛΩ.074;0,00
10.845,00;1ΤΔΑ;984,00;XO.ΑΦΞΥ.026;0,00
10.845,00;1ΤΔΑ;984,00;ΣΤ.ΚΡΕΜ.052;0,00
10.845,00;1ΤΔΑ;984,00;ΣΤ.ΚΡΕΜ.002;0,00
10.845,00;1ΤΔΑ;984,00;ΝΤ.ΜΑΚΙ.002;0,00
10.845,00;1ΤΔΑ;984,00;ZX.ΑΦΡΛ.048;0,00
10.848,00;1ΤΔΑ;985,00;XO.ΑΦΡΛ.001;0,00
10.848,00;1ΤΔΑ;985,00;ΣΤ.ΚΟΛΩ.332;1,04
10.848,00;1ΤΔΑ;985,00;ΒΛ.ΑΦΡΟ.010;1,04
10.848,00;1ΤΔΑ;985,00;ΣΤ.ΜΑΣΚ.019;0,00
10.848,00;1ΤΔΑ;985,00;ΣΤ.ΜΑΣΚ.026;0,00
10.848,00;1ΤΔΑ;985,00;ZX.ΜΑΣΚ.004;0,00
10.848,00;1ΤΔΑ;985,00;ΣΤ.ΜΑΚΙ.003;0,00
10.848,00;1ΤΔΑ;985,00;DS.ΑΔΥΝ.014;0,00
10.848,00;1ΤΔΑ;985,00;ΛΗ.ΜΑΚΙ.007;0,50
10.849,00;1ΤΔΑ;986,00;KM.ΑΠΟΣ.015;1,49
10.850,00;1ΤΔΑ;987,00;ΚΑ.ΚΡΕΜ.021;0,00
10.850,00;1ΤΔΑ;987,00;XO.ΑΦΞΥ.019;0,00
10.850,00;1ΤΔΑ;987,00;WS.ΑΠΟΤ.026;0,00
10.850,00;1ΤΔΑ;987,00;ΚΑ.ΚΡΕΜ.018;0,00
10.850,00;1ΤΔΑ;987,00;ΚΑ.ΚΡΕΜ.018;0,00
10.850,00;1ΤΔΑ;987,00;ΜΧ.ΒΑΦΕ.002;0,00
10.851,00;1ΤΔΑ;988,00;ΣΤ.ΚΡΕΜ.001;0,00
10.853,00;1ΤΔΑ;989,00;ΚΑ.ΔΙΑΦ.100;0,00
10.853,00;1ΤΔΑ;989,00;WS.ΑΠΟΤ.096;0,00
10.853,00;1ΤΔΑ;989,00;KM.ΑΔΥΝ.016;0,00
10.853,00;1ΤΔΑ;989,00;WS.ΑΠΟΤ.093;0,00
10.853,00;1ΤΔΑ;989,00;KM.ΑΔΥΝ.004;0,00
10.854,00;1ΤΔΑ;990,00;KM.ΟΔΟΝ.003;0,00
10.854,00;1ΤΔΑ;990,00;ZX.ΜΑΣΚ.004;0,00
10.854,00;1ΤΔΑ;990,00;ΒΛ.ΑΔΥΝ.004;0,00
10.854,00;1ΤΔΑ;990,00;ΣΤ.ΜΑΣΚ.003;0,00
10.854,00;1ΤΔΑ;990,00;ΧΠ.ΒΑΦΕ.001;0,00
10.854,00;1ΤΔΑ;990,00;KM.ΑΦΞΥ.006;0,22
10.854,00;1ΤΔΑ;990,00;ΝΤ.ΜΑΚΙ.002;3,90
10.854,00;1ΤΔΑ;990,00;ΧΠ.ΜΑΚΙ.001;0,00
10.854,00;1ΤΔΑ;990,00;ΧΠ.ΜΑΚΙ.003;0,00
10.854,00;1ΤΔΑ;990,00;KM.ΜΑΚΙ.017;0,00
10.854,00;1ΤΔΑ;990,00;ΤΣ.ΔΙΑΦ.011;0,00
10.854,00;1ΤΔΑ;990,00;ΣΤ.ΜΑΚΙ.012;0,00
10.854,00;1ΤΔΑ;990,00;ΒΛ.ΑΦΡΟ.010;0,00
10.854,00;1ΤΔΑ;990,00;ΚΑ.ΑΦΞΥ.002;0,00
10.854,00;1ΤΔΑ;990,00;XO.ΑΦΞΥ.039;0,00
10.854,00;1ΤΔΑ;990,00;KM.ΑΠΟΣ.024;0,18
10.854,00;1ΤΔΑ;990,00;ΚΑ.ΑΠΟΣ.007;0,00
10.854,00;1ΤΔΑ;990,00;ΚΑ.ΑΠΟΣ.003;0,00
10.854,00;1ΤΔΑ;990,00;ΣΤ.ΚΟΛΩ.003;0,00
10.854,00;1ΤΔΑ;990,00;ΚΑ.ΚΟΛΩ.001;0,00
10.854,00;1ΤΔΑ;990,00;ΣΜ.ΚΟΛΩ.001;0,00
10.854,00;1ΤΔΑ;990,00;ΚΑ.ΑΠΟΤ.007;0,82
10.854,00;1ΤΔΑ;990,00;ΚΑ.ΑΠΟΤ.006;1,90
10.854,00;1ΤΔΑ;990,00;KM.ΑΠΟΣ.031;0,00
10.854,00;1ΤΔΑ;990,00;ΣΤ.ΚΟΛΩ.220;0,93
10.854,00;1ΤΔΑ;990,00;ΤΣ.ΚΟΛΩ.021;1,34
10.854,00;1ΤΔΑ;990,00;ΤΣ.ΚΟΛΩ.108;0,44
10.854,00;1ΤΔΑ;990,00;ΣΤ.ΚΟΛΩ.013;2,33
10.854,00;1ΤΔΑ;990,00;ΣΤ.ΚΟΛΩ.012;1,77
10.854,00;1ΤΔΑ;990,00;ΤΣ.ΚΟΛΩ.002;0,00
10.855,00;1ΤΔΑ;991,00;ΣΜ.ΔΙΑΦ.006;1,04
10.855,00;1ΤΔΑ;991,00;ΣΤ.ΜΑΣΚ.001;0,00
10.855,00;1ΤΔΑ;991,00;ΣΤ.ΜΑΣΚ.003;0,00
10.855,00;1ΤΔΑ;991,00;ΣΤ.ΚΟΛΩ.193;4,61
10.856,00;1ΤΔΑ;992,00;ΑΝ.ΑΔΥΝ.017;0,00
10.856,00;1ΤΔΑ;992,00;ΝΤ.ΜΑΚΙ.002;0,00
10.857,00;1ΤΔΑ;993,00;ΣΤ.ΚΡΕΜ.048;0,00
10.857,00;1ΤΔΑ;993,00;ΣΤ.ΚΡΕΜ.040;0,00
10.857,00;1ΤΔΑ;993,00;ΣΤ.ΜΑΣΚ.018;0,00
10.857,00;1ΤΔΑ;993,00;ΑΝ.ΑΦΡΟ.062;0,70
10.858,00;1ΤΔΑ;994,00;ΣΤ.ΜΑΣΚ.019;63,84
10.858,00;1ΤΔΑ;994,00;XO.ΑΦΞΥ.048;0,00
10.858,00;1ΤΔΑ;994,00;ΣΤ.ΜΑΣΚ.018;0,00
10.858,00;1ΤΔΑ;994,00;ZX.ΑΦΡΛ.027;0,00
10.858,00;1ΤΔΑ;994,00;KM.ΑΔΥΝ.005;0,00
10.858,00;1ΤΔΑ;994,00;ΣΤ.ΜΑΚΙ.008;15,60
10.858,00;1ΤΔΑ;994,00;ΧΠ.ΜΑΚΙ.003;33,70
10.858,00;1ΤΔΑ;994,00;ΧΠ.ΜΑΚΙ.001;291,72
10.859,00;1ΤΔΑ;995,00;ΧΠ.ΜΑΚΙ.003;0,00
10.859,00;1ΤΔΑ;995,00;ΧΠ.ΜΑΚΙ.001;0,00
10.860,00;1ΤΔΑ;996,00;WS.ΑΠΟΤ.045;0,00
10.861,00;1ΤΔΑ;997,00;ΧΠ.ΜΑΚΙ.001;0,00
10.861,00;1ΤΔΑ;997,00;ΧΠ.ΜΑΚΙ.003;0,00
10.861,00;1ΤΔΑ;997,00;ZX.ΑΦΡΛ.027;0,00
10.861,00;1ΤΔΑ;997,00;ΣΤ.ΜΑΣΚ.003;0,00
10.862,00;1ΤΔΑ;998,00;XO.ΑΦΞΥ.028;0,00
10.862,00;1ΤΔΑ;998,00;ΚΑ.ΔΙΑΦ.039;0,00
10.862,00;1ΤΔΑ;998,00;ΣΜ.ΔΙΑΦ.006;0,00
10.862,00;1ΤΔΑ;998,00;KM.ΑΔΥΝ.004;0,00
10.863,00;1ΤΔΑ;999,00;ΚΑ.ΚΟΛΩ.065;0,00
10.863,00;1ΤΔΑ;999,00;WS.ΑΠΟΤ.079;0,00
10.863,00;1ΤΔΑ;999,00;ZX.ΑΠΟΤ.002;0,00
10.863,00;1ΤΔΑ;999,00;XO.ΑΦΞΥ.029;0,00
10.863,00;1ΤΔΑ;999,00;KM.ΑΔΥΝ.005;0,00
10.863,00;1ΤΔΑ;999,00;WS.ΑΠΟΤ.058;0,00
10.863,00;1ΤΔΑ;999,00;ΝΤ.ΜΑΚΙ.002;132,84
10.863,00;1ΤΔΑ;999,00;WS.ΑΠΟΤ.050;0,00
10.864,00;1ΤΔΑ;1.000,00;ΚΑ.ΑΔΥΝ.028;0,00
10.865,00;1ΤΔΑ;1.001,00;ΚΑ.ΑΔΥΝ.028;0,00
10.866,00;1ΤΔΑ;1.002,00;ΧΠ.ΜΑΚΙ.001;0,00
10.866,00;1ΤΔΑ;1.002,00;ΧΠ.ΜΑΚΙ.003;0,00
10.866,00;1ΤΔΑ;1.002,00;ΣΤ.ΜΑΣΚ.018;0,00
10.866,00;1ΤΔΑ;1.002,00;ΑΝ.ΑΦΡΟ.031;0,00
10.866,00;1ΤΔΑ;1.002,00;ΚΑ.ΚΟΛΩ.064;0,00
10.866,00;1ΤΔΑ;1.002,00;ΚΑ.ΚΟΛΩ.064;0,00
10.866,00;1ΤΔΑ;1.002,00;WS.ΑΠΟΤ.095;0,00
10.867,00;1ΤΔΑ;1.003,00;ΚΑ.ΔΙΑΦ.100;0,00
10.867,00;1ΤΔΑ;1.003,00;ΣΤ.ΚΟΛΩ.337;0,00
10.868,00;1ΤΔΑ;1.004,00;ΚΑ.ΑΔΥΝ.028;0,00
10.869,00;1ΤΔΑ;1.005,00;ZX.ΑΦΡΛ.043;0,00
10.870,00;1ΤΔΑ;1.006,00;XO.ΑΦΞΥ.048;0,00
10.870,00;1ΤΔΑ;1.006,00;KM.ΑΠΟΣ.015;4,46
10.873,00;1ΤΔΑ;1.007,00;ΑΝ.ΑΦΡΟ.054;0,00
10.873,00;1ΤΔΑ;1.007,00;ΑΝ.ΑΦΡΟ.031;0,00
10.873,00;1ΤΔΑ;1.007,00;ΣΤ.ΜΑΣΚ.018;0,00
10.873,00;1ΤΔΑ;1.007,00;ΣΤ.ΜΑΣΚ.023;0,00
10.873,00;1ΤΔΑ;1.007,00;XO.ΑΔΥΝ.011;0,00
10.873,00;1ΤΔΑ;1.007,00;ΚΑ.ΔΙΑΦ.039;0,00
10.873,00;1ΤΔΑ;1.007,00;KM.ΑΔΥΝ.004;0,00
10.874,00;1ΤΔΑ;1.008,00;ΒΛ.ΑΦΡΟ.010;2,09
10.874,00;1ΤΔΑ;1.008,00;ZX.ΜΑΣΚ.004;3,57
10.874,00;1ΤΔΑ;1.008,00;ΒΛ.ΑΔΥΝ.004;3,57
10.874,00;1ΤΔΑ;1.008,00;ΚΑ.ΑΔΥΝ.028;0,00
10.875,00;1ΤΔΑ;1.009,00;ΣΤ.ΚΟΛΩ.193;0,00
10.875,00;1ΤΔΑ;1.009,00;ΣΤ.ΔΙΑΦ.038;0,00
10.875,00;1ΤΔΑ;1.009,00;ΣΤ.ΚΟΛΩ.039;0,00
10.875,00;1ΤΔΑ;1.009,00;ΣΤ.ΚΟΛΩ.003;0,00
10.875,00;1ΤΔΑ;1.009,00;ΣΤ.ΜΑΣΚ.025;0,00
10.875,00;1ΤΔΑ;1.009,00;ΣΤ.ΜΑΣΚ.023;0,00
10.875,00;1ΤΔΑ;1.009,00;ΚΑ.ΔΙΑΦ.104;0,00
10.875,00;1ΤΔΑ;1.009,00;ΒΛ.ΑΦΡΟ.010;0,00
10.875,00;1ΤΔΑ;1.009,00;ZX.ΑΦΡΛ.064;0,00
10.875,00;1ΤΔΑ;1.009,00;ΧΠ.ΜΑΚΙ.001;0,00
10.875,00;1ΤΔΑ;1.009,00;ΧΠ.ΜΑΚΙ.003;0,00
10.875,00;1ΤΔΑ;1.009,00;ΣΤ.ΜΑΣΚ.018;0,00
10.875,00;1ΤΔΑ;1.009,00;ΣΤ.ΜΑΣΚ.001;0,00
10.875,00;1ΤΔΑ;1.009,00;ZX.ΜΑΣΚ.004;0,00
10.875,00;1ΤΔΑ;1.009,00;ΧΠ.ΜΑΣΚ.008;0,00
10.875,00;1ΤΔΑ;1.009,00;XO.ΑΦΞΥ.048;0,00
10.877,00;1ΤΔΑ;1.010,00;ΛΗ.ΜΑΚΙ.008;0,78
10.877,00;1ΤΔΑ;1.010,00;KM.ΑΠΟΣ.023;0,00
10.878,00;1ΤΔΑ;1.011,00;ΧΠ.ΜΑΚΙ.001;0,00
10.879,00;1ΤΔΑ;1.012,00;ΜΧ.ΒΑΦΕ.002;0,00
10.881,00;1ΤΔΑ;1.013,00;ΡΝ.ΚΟΛΩ.033;0,00
10.881,00;1ΤΔΑ;1.013,00;ΚΑ.ΔΙΑΦ.052;0,00
10.881,00;1ΤΔΑ;1.013,00;ΚΑ.ΑΔΥΝ.026;0,00
10.881,00;1ΤΔΑ;1.013,00;ΑΝ.ΑΔΥΝ.019;0,00
10.881,00;1ΤΔΑ;1.013,00;ZX.ΑΦΞΥ.003;0,00
10.881,00;1ΤΔΑ;1.013,00;DS.ΑΔΥΝ.014;0,00
10.881,00;1ΤΔΑ;1.013,00;DS.ΑΔΥΝ.014;0,00
10.881,00;1ΤΔΑ;1.013,00;KM.ΑΠΟΣ.031;0,00
10.881,00;1ΤΔΑ;1.013,00;XO.ΑΦΞΥ.001;0,00
10.881,00;1ΤΔΑ;1.013,00;ΚΑ.ΑΔΥΝ.014;0,00
10.881,00;1ΤΔΑ;1.013,00;ΒΛ.ΒΑΦΕ.020;0,00
10.881,00;1ΤΔΑ;1.013,00;WS.ΑΠΟΤ.080;0,00
10.883,00;1ΤΔΑ;1.014,00;WS.ΔΙΑΦ.001;9,00
10.883,00;1ΤΔΑ;1.014,00;ΣΤ.ΚΡΕΜ.001;0,00
10.883,00;1ΤΔΑ;1.014,00;KM.ΑΔΥΝ.004;0,00
10.884,00;1ΤΔΑ;1.015,00;ΧΠ.ΜΑΚΙ.001;8,08
10.884,00;1ΤΔΑ;1.015,00;ΣΤ.ΜΑΣΚ.012;3,16
10.884,00;1ΤΔΑ;1.015,00;ΒΛ.ΑΦΡΟ.010;0,70
10.884,00;1ΤΔΑ;1.015,00;ΣΤ.ΚΟΛΩ.332;0,97
10.884,00;1ΤΔΑ;1.015,00;ΣΤ.ΜΑΣΚ.001;0,50
10.885,00;1ΤΔΑ;1.016,00;ΣΤ.ΑΠΟΣ.002;0,00
10.885,00;1ΤΔΑ;1.016,00;DS.ΑΠΟΤ.004;0,00
10.885,00;1ΤΔΑ;1.016,00;KM.ΑΠΟΣ.015;0,00
10.885,00;1ΤΔΑ;1.016,00;WS.ΑΠΟΤ.047;0,00
10.885,00;1ΤΔΑ;1.016,00;ΚΑ.ΒΑΦΕ.013;0,00
10.885,00;1ΤΔΑ;1.016,00;ΣΤ.ΚΡΕΜ.040;0,00
10.885,00;1ΤΔΑ;1.016,00;ΧΠ.ΜΑΚΙ.001;0,00
10.885,00;1ΤΔΑ;1.016,00;ΧΠ.ΜΑΚΙ.003;0,00
10.885,00;1ΤΔΑ;1.016,00;ΣΤ.ΚΟΛΩ.288;0,00
10.885,00;1ΤΔΑ;1.016,00;ΒΛ.ΑΦΡΟ.010;0,00
10.885,00;1ΤΔΑ;1.016,00;KM.ΑΠΟΣ.049;0,00
10.885,00;1ΤΔΑ;1.016,00;ZX.ΑΦΡΛ.055;0,00
10.885,00;1ΤΔΑ;1.016,00;WS.ΑΠΟΤ.064;0,00
10.885,00;1ΤΔΑ;1.016,00;ΣΤ.ΚΡΕΜ.002;0,20
10.885,00;1ΤΔΑ;1.016,00;ΚΑ.ΑΔΥΝ.028;0,00
10.885,00;1ΤΔΑ;1.016,00;KM.ΑΠΟΣ.026;0,00
10.885,00;1ΤΔΑ;1.016,00;KM.ΑΠΟΣ.025;0,00
10.885,00;1ΤΔΑ;1.016,00;ΚΑ.ΚΟΛΩ.064;0,00
10.885,00;1ΤΔΑ;1.016,00;ΚΑ.ΚΟΛΩ.064;0,00
10.885,00;1ΤΔΑ;1.016,00;ΛΗ.ΜΑΣΚ.003;1,88
10.885,00;1ΤΔΑ;1.016,00;ΚΑ.ΑΦΡΛ.019;0,00
10.885,00;1ΤΔΑ;1.016,00;ΣΤ.ΣΑΜΠ.002;0,00
10.886,00;1ΤΔΑ;1.017,00;ΣΜ.ΚΟΛΩ.035;0,00
10.887,00;1ΤΔΑ;1.018,00;ΒΛ.ΒΑΦΕ.023;0,00
10.887,00;1ΤΔΑ;1.018,00;ΑΝ.ΑΦΡΟ.017;0,00
10.889,00;1ΤΔΑ;1.019,00;ΣΜ.ΑΠΟΣ.002;0,00
10.889,00;1ΤΔΑ;1.019,00;ΚΑ.ΚΡΕΜ.002;0,00
10.889,00;1ΤΔΑ;1.019,00;ΣΤ.ΚΟΛΩ.337;0,00
10.889,00;1ΤΔΑ;1.019,00;ΚΑ.ΔΙΑΦ.007;0,00
10.889,00;1ΤΔΑ;1.019,00;ΚΑ.ΑΠΟΣ.003;0,00
10.889,00;1ΤΔΑ;1.019,00;ΚΑ.ΖΕΛΕ.005;0,00
10.889,00;1ΤΔΑ;1.019,00;ΚΑ.ΚΟΛΩ.001;0,00
10.889,00;1ΤΔΑ;1.019,00;WS.ΑΠΟΤ.058;0,00
10.891,00;1ΤΔΑ;1.020,00;ΚΑ.ΚΡΕΜ.002;0,00
10.891,00;1ΤΔΑ;1.020,00;ΚΑ.ΚΟΛΩ.001;0,00
10.891,00;1ΤΔΑ;1.020,00;ΚΑ.ΑΠΟΣ.003;0,00
10.891,00;1ΤΔΑ;1.020,00;ΣΜ.ΑΠΟΣ.002;0,00
10.891,00;1ΤΔΑ;1.020,00;ΚΑ.ΔΙΑΦ.007;0,00
10.891,00;1ΤΔΑ;1.020,00;ΚΑ.ΖΕΛΕ.005;0,00
10.891,00;1ΤΔΑ;1.020,00;ΣΤ.ΚΟΛΩ.337;0,00
10.891,00;1ΤΔΑ;1.020,00;WS.ΑΠΟΤ.058;0,00
10.892,00;1ΤΔΑ;1.021,00;KM.ΑΔΥΝ.009;0,00
10.892,00;1ΤΔΑ;1.021,00;ΚΑ.ΑΠΟΣ.006;0,00
10.892,00;1ΤΔΑ;1.021,00;ΣΜ.ΑΠΟΣ.002;0,00
10.892,00;1ΤΔΑ;1.021,00;ΚΑ.ΔΙΑΦ.037;0,00
10.892,00;1ΤΔΑ;1.021,00;XO.ΑΔΥΝ.009;0,00
10.892,00;1ΤΔΑ;1.021,00;ΚΑ.ΟΔΟΝ.011;0,00
10.892,00;1ΤΔΑ;1.021,00;ΝΤ.ΜΑΚΙ.002;0,00
10.892,00;1ΤΔΑ;1.021,00;WS.ΑΠΟΤ.058;0,00
10.893,00;1ΤΔΑ;1.022,00;ΚΑ.ΑΠΟΣ.006;0,00
10.893,00;1ΤΔΑ;1.022,00;ΚΑ.ΑΦΡΛ.003;0,00
10.893,00;1ΤΔΑ;1.022,00;ΚΑ.ΑΦΞΥ.010;0,00
10.893,00;1ΤΔΑ;1.022,00;XO.ΑΦΞΥ.050;0,00
10.894,00;1ΤΔΑ;1.023,00;WS.ΑΠΟΤ.046;0,31
10.894,00;1ΤΔΑ;1.023,00;DS.ΑΠΟΤ.004;1,23
10.894,00;1ΤΔΑ;1.023,00;ΚΑ.ΑΠΟΤ.007;1,23
10.894,00;1ΤΔΑ;1.023,00;ΚΑ.ΑΠΟΤ.012;3,97
10.894,00;1ΤΔΑ;1.023,00;ΚΑ.ΑΠΟΤ.010;0,86
10.894,00;1ΤΔΑ;1.023,00;ΣΤ.ΜΑΣΚ.018;0,00
10.894,00;1ΤΔΑ;1.023,00;ΤΣ.ΚΟΛΩ.158;0,00
10.894,00;1ΤΔΑ;1.023,00;ΤΣ.ΚΟΛΩ.280;0,00
10.895,00;1ΤΔΑ;1.024,00;KM.ΑΠΟΣ.046;0,00
10.895,00;1ΤΔΑ;1.024,00;ΚΑ.ΒΑΦΕ.013;0,00
10.896,00;1ΤΔΑ;1.025,00;ΚΑ.ΒΑΦΕ.013;0,00
10.897,00;1ΤΔΑ;1.026,00;ΧΠ.ΜΑΚΙ.001;12,12
10.897,00;1ΤΔΑ;1.026,00;ΣΤ.ΜΑΚΙ.007;1,19
10.897,00;1ΤΔΑ;1.026,00;ΣΤ.ΜΑΣΚ.019;13,38
10.897,00;1ΤΔΑ;1.026,00;ΣΤ.ΜΑΣΚ.001;0,50
10.897,00;1ΤΔΑ;1.026,00;ZX.ΜΑΣΚ.004;1,23
10.897,00;1ΤΔΑ;1.026,00;XO.ΑΔΥΝ.011;1,46
10.897,00;1ΤΔΑ;1.026,00;ΒΛ.ΑΦΡΟ.010;0,69
10.898,00;1ΤΔΑ;1.027,00;ΚΑ.ΚΡΕΜ.010;15,00
10.899,00;1ΤΔΑ;1.028,00;ΤΣ.ΚΟΛΩ.010;0,00
10.902,00;1ΤΔΑ;1.029,00;ΚΑ.ΔΙΑΦ.039;0,00
10.908,00;1ΤΔΑ;1.030,00;ΚΑ.ΣΑΜΠ.025;0,00
10.908,00;1ΤΔΑ;1.030,00;ΚΑ.ΑΔΥΝ.005;0,00
10.908,00;1ΤΔΑ;1.030,00;ΚΑ.ΟΔΟΝ.003;0,00
10.908,00;1ΤΔΑ;1.030,00;ΚΑ.ΟΔΟΝ.011;0,00
10.908,00;1ΤΔΑ;1.030,00;ZX.ΑΦΞΥ.003;0,00
10.908,00;1ΤΔΑ;1.030,00;KM.ΑΠΟΣ.021;0,00
10.908,00;1ΤΔΑ;1.030,00;ΛΗ.ΚΡΕΜ.009;1,43
10.908,00;1ΤΔΑ;1.030,00;ZX.ΑΦΡΛ.048;0,00
10.908,00;1ΤΔΑ;1.030,00;ΒΛ.ΒΑΦΕ.023;0,00
10.908,00;1ΤΔΑ;1.030,00;XO.ΑΦΞΥ.065;0,00
10.909,00;1ΤΔΑ;1.031,00;ΝΒ.ΚΡΕΜ.001;0,00
10.910,00;1ΤΔΑ;1.032,00;ΚΑ.ΒΑΦΕ.013;0,00
10.910,00;1ΤΔΑ;1.032,00;ΑΝ.ΑΔΥΝ.019;0,00
10.910,00;1ΤΔΑ;1.032,00;ΧΠ.ΜΑΚΙ.003;3,12
10.910,00;1ΤΔΑ;1.032,00;ΒΛ.ΒΑΦΕ.032;0,00
10.910,00;1ΤΔΑ;1.032,00;ΒΛ.ΒΑΦΕ.032;0,00
10.910,00;1ΤΔΑ;1.032,00;ΣΤ.ΜΑΚΙ.009;36,86
10.910,00;1ΤΔΑ;1.032,00;XO.ΔΙΑΦ.002;0,00
10.910,00;1ΤΔΑ;1.032,00;KM.ΑΔΥΝ.005;0,00
10.911,00;1ΤΔΑ;1.033,00;ΧΠ.ΜΑΚΙ.001;0,00
10.911,00;1ΤΔΑ;1.033,00;ΧΠ.ΜΑΚΙ.003;0,00
10.911,00;1ΤΔΑ;1.033,00;ΑΝ.ΑΦΡΟ.054;0,00
10.911,00;1ΤΔΑ;1.033,00;ΣΤ.ΜΑΣΚ.023;0,00
10.911,00;1ΤΔΑ;1.033,00;ΑΝ.ΑΦΡΟ.055;0,00
10.912,00;1ΤΔΑ;1.034,00;ΧΠ.ΜΑΚΙ.003;0,00
10.912,00;1ΤΔΑ;1.034,00;ΧΠ.ΜΑΚΙ.001;0,00
10.912,00;1ΤΔΑ;1.034,00;KM.ΑΠΟΣ.049;0,00
10.912,00;1ΤΔΑ;1.034,00;XO.ΑΦΡΛ.001;0,00
10.912,00;1ΤΔΑ;1.034,00;ΣΤ.ΜΑΣΚ.001;0,00
10.912,00;1ΤΔΑ;1.034,00;ZX.ΑΦΡΛ.027;1,19
10.912,00;1ΤΔΑ;1.034,00;DS.ΑΔΥΝ.013;0,00
10.913,00;1ΤΔΑ;1.035,00;ΧΠ.ΜΑΚΙ.001;0,00
10.913,00;1ΤΔΑ;1.035,00;ΧΠ.ΒΑΦΕ.001;0,00
10.913,00;1ΤΔΑ;1.035,00;ΑΝ.ΔΙΑΦ.023;0,00
10.914,00;1ΤΔΑ;1.036,00;ΚΑ.ΚΡΕΜ.010;3,60
10.914,00;1ΤΔΑ;1.036,00;ΣΜ.ΔΙΑΦ.006;1,04
10.914,00;1ΤΔΑ;1.036,00;ΣΤ.ΜΑΣΚ.025;3,13
10.914,00;1ΤΔΑ;1.036,00;ΣΤ.ΜΑΣΚ.001;0,74
10.914,00;1ΤΔΑ;1.036,00;ΑΝ.ΑΦΡΟ.069;0,00
10.914,00;1ΤΔΑ;1.036,00;ΑΝ.ΑΦΡΟ.069;0,00
10.914,00;1ΤΔΑ;1.036,00;ΑΝ.ΑΦΡΟ.070;0,00
10.914,00;1ΤΔΑ;1.036,00;ΑΝ.ΑΦΡΟ.070;0,00
10.915,00;1ΤΔΑ;1.037,00;XO.ΑΦΞΥ.028;0,00
10.915,00;1ΤΔΑ;1.037,00;ΚΑ.ΑΦΡΟ.004;0,00
10.915,00;1ΤΔΑ;1.037,00;ΑΝ.ΣΑΜΠ.002;4,10
10.916,00;1ΤΔΑ;1.038,00;ΣΤ.ΚΡΕΜ.002;3,51
10.916,00;1ΤΔΑ;1.038,00;ΣΤ.ΚΡΕΜ.001;8,22
10.916,00;1ΤΔΑ;1.038,00;ΣΤ.ΚΟΛΩ.084;1,48
