Stfartro_Id;Ημερομηνία;Παραστατικό;Αριθμός;Κωδικός Είδους;Περιγραφή είδους
11.000.719,00;18/4/2013;62Π_A;3.446,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.720,00;18/4/2013;62Π_A;3.447,00;024.02.29.004;ΗΛΙΟΣΠΟΡΟΣ SANAY MR 150.000 ΣΠ.
11.000.720,00;18/4/2013;62Π_A;3.447,00;024.02.22.039;ΚΑΛ/ΚΙ ΝΚ FAMOSO Cruiser 25.000 ΣΠ.
11.000.720,00;18/4/2013;62Π_A;3.447,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.721,00;18/4/2013;62Π_A;3.448,00;024.02.22.038;ΚΑΛ/ΚΙ ΝΚ ΑΡΜΑ Cruiser 25000 ΣΠ.
11.000.721,00;18/4/2013;62Π_A;3.448,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.722,00;18/4/2013;62Π_A;3.449,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.723,00;18/4/2013;62Π_A;3.450,00;009.03.55.009;ΛΙΠ.(18-8-8) MOP 40 ΚΙΛΩΝ
11.000.707,00;18/4/2013;66Π_A;80,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.725,00;18/4/2013;66Π_A;81,00;024.02.22.030;ΚΑΛ/ΚΙ ΝΚ GIGANTIC Cruiser 50000 ΣΠΟΡΩΝ
10.000.298,00;18/4/2013;71Π;411,00;066.01.02.003;ΒΙΒΙΟ 50 WP 700 ΓΡ.
10.000.308,00;18/4/2013;71Π;412,00;002.01.02.028;ΣΥΡΕΝ 5G 200 ΓΡΑΜΜΑΡΙΩΝ
10.000.308,00;18/4/2013;71Π;412,00;057.07.34.266;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΥΡΕΝ 54Θ.
10.000.308,00;18/4/2013;71Π;412,00;057.07.34.227;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΟΠΤΙΜΑ 54Θ.
10.000.308,00;18/4/2013;71Π;412,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
10.000.308,00;18/4/2013;71Π;412,00;057.07.34.265;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΜΕΡΙΝΤΙΑΝ 54Θ.
10.000.311,00;18/4/2013;71Π;413,00;057.07.34.230;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΑΪΚΟ 54Θ.
10.000.311,00;18/4/2013;71Π;413,00;057.07.34.227;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΟΠΤΙΜΑ 54Θ.
10.000.311,00;18/4/2013;71Π;413,00;057.07.34.215;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖΑΝΑΣ ΝΙΛΟ 54Θ.
10.000.311,00;18/4/2013;71Π;413,00;057.07.34.218;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΑΡΛΕΚΙΝ 54Θ.
10.000.311,00;18/4/2013;71Π;413,00;057.07.34.265;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΜΕΡΙΝΤΙΑΝ 54Θ.
10.000.311,00;18/4/2013;71Π;413,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
10.000.312,00;18/4/2013;71Π;414,00;008.04.52.011;ΝΙΤΡΟΦΟΣΚΑ (20-5-10+0,3Β) 40 ΚΙΛΩΝ
10.000.313,00;18/4/2013;71Π;415,00;057.07.34.230;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΑΪΚΟ 54Θ.
10.000.313,00;18/4/2013;71Π;415,00;057.07.34.215;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖΑΝΑΣ ΝΙΛΟ 54Θ.
10.000.313,00;18/4/2013;71Π;415,00;057.07.34.218;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΑΡΛΕΚΙΝ 54Θ.
10.000.321,00;19/4/2013;62Π;440,00;024.02.22.025;ΚΑΛ/ΚΙ ΝΚ FAMOSO Cruiser 50.000 ΣΠ.
10.000.322,00;19/4/2013;62Π;441,00;024.02.22.025;ΚΑΛ/ΚΙ ΝΚ FAMOSO Cruiser 50.000 ΣΠ.
10.000.323,00;19/4/2013;62Π;442,00;013.03.53.003;ΛΙΠ.ΠΑΤΕΝΤΚΑΛΙ(0-0-30+10MgΟ)40ΚΙΛΩΝ
10.000.323,00;19/4/2013;62Π;442,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
10.000.324,00;19/4/2013;62Π;443,00;005.01.02.010;ΒΑΙΝΤΕΙΤ 10GR 10 ΚΙΛΩΝ
10.000.325,00;19/4/2013;62Π;444,00;013.03.53.003;ΛΙΠ.ΠΑΤΕΝΤΚΑΛΙ(0-0-30+10MgΟ)40ΚΙΛΩΝ
10.000.326,00;19/4/2013;62Π;445,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
10.000.327,00;19/4/2013;62Π;446,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
10.000.328,00;19/4/2013;62Π;447,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
10.000.329,00;19/4/2013;62Π;448,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
10.000.330,00;19/4/2013;62Π;449,00;009.03.54.008;ΛΙΠ.(35-15-0+0,5Zn) DAP 40 ΚΙΛΩΝ
10.000.330,00;19/4/2013;62Π;449,00;012.01.02.002;ΠΥΡΙΝΕΞ 5G 10 ΚΙΛΩΝ
10.000.330,00;19/4/2013;62Π;449,00;008.04.51.024;ΕΝΤΕΚ (25-15-0+2S) 40 ΚΙΛΩΝ
10.000.330,00;19/4/2013;62Π;449,00;024.02.22.025;ΚΑΛ/ΚΙ ΝΚ FAMOSO Cruiser 50.000 ΣΠ.
10.000.330,00;19/4/2013;62Π;449,00;099.01.01.006;ΛΙΝΟΥΡΟΝ 50WP 500 ΓΡ.
10.000.330,00;19/4/2013;62Π;449,00;001.01.01.013;ΡΕΓΚΛΟΝ 20SL 1 ΛΙΤΡΟΥ
10.000.331,00;19/4/2013;62Π;450,00;024.02.29.010;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ADAGIO 150.000 ΣΠ.
10.000.331,00;19/4/2013;62Π;450,00;009.03.55.003;ΛΙΠ.(20-10-10) ΜOP 40 ΚΙΛΩΝ
10.000.332,00;19/4/2013;62Π;451,00;066.01.01.004;ΚΛΙΝΙΚ 36SL 5 ΛΙΤΡΩΝ
10.000.333,00;19/4/2013;62Π;452,00;001.01.01.037;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 5 ΛΙΤΡΩΝ
10.000.336,00;19/4/2013;62Π;453,00;028.05.57.001;ΚΛΕΒΕΡ ΨΕΥΔΑΡΓΥΡΟΥ 1 ΚΙΛΟΥ
10.000.336,00;19/4/2013;62Π;453,00;015.01.03.003;ΣΚΑΜΠΙΑΛ 90WP 1 ΚΙΛΟΥ
10.000.336,00;19/4/2013;62Π;453,00;066.01.02.003;ΒΙΒΙΟ 50 WP 700 ΓΡ.
11.000.729,00;19/4/2013;62Π_A;3.451,00;024.02.22.038;ΚΑΛ/ΚΙ ΝΚ ΑΡΜΑ Cruiser 25000 ΣΠ.
11.000.729,00;19/4/2013;62Π_A;3.451,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.730,00;19/4/2013;62Π_A;3.452,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.733,00;19/4/2013;62Π_A;3.453,00;001.01.01.037;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 5 ΛΙΤΡΩΝ
11.000.733,00;19/4/2013;62Π_A;3.453,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.734,00;19/4/2013;62Π_A;3.454,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.735,00;19/4/2013;62Π_A;3.455,00;024.02.22.039;ΚΑΛ/ΚΙ ΝΚ FAMOSO Cruiser 25.000 ΣΠ.
11.000.738,00;19/4/2013;62Π_A;3.456,00;002.01.01.038;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 4,5 ΛΙΤΡΩΝ
11.000.738,00;19/4/2013;62Π_A;3.456,00;002.01.01.044;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 1 ΛΙΤΡΟΥ
11.000.739,00;19/4/2013;62Π_A;3.457,00;024.02.22.038;ΚΑΛ/ΚΙ ΝΚ ΑΡΜΑ Cruiser 25000 ΣΠ.
11.000.740,00;19/4/2013;62Π_A;3.458,00;024.02.22.038;ΚΑΛ/ΚΙ ΝΚ ΑΡΜΑ Cruiser 25000 ΣΠ.
11.000.740,00;19/4/2013;62Π_A;3.458,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.741,00;19/4/2013;62Π_A;3.459,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.743,00;19/4/2013;62Π_A;3.460,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.744,00;19/4/2013;62Π_A;3.461,00;009.03.55.009;ΛΙΠ.(18-8-8) MOP 40 ΚΙΛΩΝ
11.000.746,00;19/4/2013;62Π_A;3.462,00;001.01.01.059;ΛΟΥΜΑΞ 537,5SC 5 ΛΙΤΡΩΝ
11.000.748,00;19/4/2013;62Π_A;3.463,00;001.01.01.037;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 5 ΛΙΤΡΩΝ
11.000.748,00;19/4/2013;62Π_A;3.463,00;024.02.22.030;ΚΑΛ/ΚΙ ΝΚ GIGANTIC Cruiser 50000 ΣΠΟΡΩΝ
11.000.748,00;19/4/2013;62Π_A;3.463,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.749,00;19/4/2013;62Π_A;3.464,00;008.04.51.024;ΕΝΤΕΚ (25-15-0+2S) 40 ΚΙΛΩΝ
11.000.750,00;19/4/2013;62Π_A;3.465,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.753,00;19/4/2013;62Π_A;3.466,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.754,00;19/4/2013;62Π_A;3.467,00;024.02.28.001;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ Cruiser 150.000 ΣΠ.
11.000.754,00;19/4/2013;62Π_A;3.467,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.755,00;19/4/2013;62Π_A;3.468,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.756,00;19/4/2013;62Π_A;3.469,00;001.01.01.037;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 5 ΛΙΤΡΩΝ
11.000.756,00;19/4/2013;62Π_A;3.469,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.756,00;19/4/2013;62Π_A;3.469,00;001.01.01.038;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 20 ΛΙΤΡΩΝ
11.000.756,00;19/4/2013;62Π_A;3.469,00;001.01.01.059;ΛΟΥΜΑΞ 537,5SC 5 ΛΙΤΡΩΝ
11.000.757,00;19/4/2013;62Π_A;3.470,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.758,00;19/4/2013;62Π_A;3.471,00;001.01.01.037;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 5 ΛΙΤΡΩΝ
11.000.758,00;19/4/2013;62Π_A;3.471,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.759,00;19/4/2013;62Π_A;3.472,00;024.02.22.042;ΚΑΛ/ΚΙ ΣΥ INOVE Cruiser 50.000 Σπ.
11.000.759,00;19/4/2013;62Π_A;3.472,00;024.02.22.046;ΚΑΛ/ΚΙ ΝΚ FAMOSO PONCHO 50.000ΣΠ.
11.000.759,00;19/4/2013;62Π_A;3.472,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.760,00;19/4/2013;62Π_A;3.473,00;001.01.01.037;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 5 ΛΙΤΡΩΝ
11.000.760,00;19/4/2013;62Π_A;3.473,00;001.01.01.038;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 20 ΛΙΤΡΩΝ
11.000.761,00;19/4/2013;62Π_A;3.474,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.764,00;19/4/2013;62Π_A;3.475,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.765,00;19/4/2013;62Π_A;3.476,00;035.02.22.035;ΚΑΛ/ΚΙ Ρ1758 ΠΟΝΤΣΟ 25.000 ΣΠ.
11.000.765,00;19/4/2013;62Π_A;3.476,00;024.02.22.040;ΚΑΛ/ΚΙ ΣΥ ΜΑΪΑΜΙ Cruiser 50.000 ΣΠ.
11.000.765,00;19/4/2013;62Π_A;3.476,00;001.01.01.059;ΛΟΥΜΑΞ 537,5SC 5 ΛΙΤΡΩΝ
11.000.767,00;19/4/2013;62Π_A;3.477,00;035.02.22.035;ΚΑΛ/ΚΙ Ρ1758 ΠΟΝΤΣΟ 25.000 ΣΠ.
11.000.767,00;19/4/2013;62Π_A;3.477,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.763,00;19/4/2013;66Π_A;82,00;001.01.01.037;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 5 ΛΙΤΡΩΝ
10.000.314,00;19/4/2013;71Π;416,00;057.07.34.215;ΣΠΟΡ/ΤΟ ΜΕΛΙΤΖΑΝΑΣ ΝΙΛΟ 54Θ.
10.000.320,00;19/4/2013;71Π;417,00;003.01.01.055;ΡΑΟΥΝΤΑΠ ΓΚΟΛΝΤ 36SL 250 Κ.ΕΚ.
10.000.334,00;19/4/2013;71Π;418,00;057.07.34.218;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΑΡΛΕΚΙΝ 54Θ.
10.000.334,00;19/4/2013;71Π;418,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
10.000.335,00;19/4/2013;71Π;419,00;057.07.34.230;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΡΑΪΚΟ 54Θ.
10.000.335,00;19/4/2013;71Π;419,00;057.07.34.227;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΟΠΤΙΜΑ 54Θ.
10.000.335,00;19/4/2013;71Π;419,00;057.07.34.302;ΣΠΟΡ/ΤΟ ΑΓΓΟΥΡΙ ΜΠΕΡΕΚΕΤ 77Θ.
10.000.335,00;19/4/2013;71Π;419,00;057.07.34.218;ΣΠΟΡ/ΤΟ ΠΙΠΕΡΙΑ ΑΡΛΕΚΙΝ 54Θ.
10.000.335,00;19/4/2013;71Π;419,00;057.07.34.228;ΣΠΟΡ/ΤΟ ΤΟΜΑΤΑΣ ΣΑΝΤΙΝ 54Θ.
11.000.736,00;19/4/2013;71Π_A;166,00;017.01.02.002;ΝΤΕΣΙΣ 2,5EC 100 Κ.ΕΚ.
11.000.737,00;19/4/2013;71Π_A;167,00;001.01.01.051;ΤΑΤΣΝΤΑΟΥΝ ΠΡΙΜΙΟΥΜ 5 ΛΙΤΡΩΝ
11.000.742,00;19/4/2013;71Π_A;168,00;002.01.01.044;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 1 ΛΙΤΡΟΥ
11.000.745,00;19/4/2013;71Π_A;169,00;066.01.01.014;ΚΛΙΝΙΚ 36SL 1 ΛΙΤΡΟΥ
11.000.747,00;19/4/2013;71Π_A;170,00;011.01.03.007;ΑΝΤΡΑΚΟΛ ΚΟΜΠΙ Χ 67WP 400 ΓΡ.
10.000.337,00;20/4/2013;62Π;454,00;015.01.03.003;ΣΚΑΜΠΙΑΛ 90WP 1 ΚΙΛΟΥ
10.000.337,00;20/4/2013;62Π;454,00;066.01.02.003;ΒΙΒΙΟ 50 WP 700 ΓΡ.
10.000.348,00;20/4/2013;62Π;455,00;003.01.03.013;ΚΟΣΑΙΤ 2000 35WG 1,5 ΚΙΛΩΝ
11.000.773,00;20/4/2013;62Π_A;3.478,00;001.01.01.037;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 5 ΛΙΤΡΩΝ
11.000.774,00;20/4/2013;62Π_A;3.479,00;001.01.01.059;ΛΟΥΜΑΞ 537,5SC 5 ΛΙΤΡΩΝ
11.000.775,00;20/4/2013;62Π_A;3.480,00;024.02.29.004;ΗΛΙΟΣΠΟΡΟΣ SANAY MR 150.000 ΣΠ.
11.000.776,00;20/4/2013;62Π_A;3.481,00;001.01.01.059;ΛΟΥΜΑΞ 537,5SC 5 ΛΙΤΡΩΝ
11.000.779,00;20/4/2013;62Π_A;3.482,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.780,00;20/4/2013;62Π_A;3.483,00;002.01.01.047;ΜΟΝΤΕΤ 25/28 SE 3 ΛΙΤΡΩΝ
11.000.781,00;20/4/2013;62Π_A;3.484,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.782,00;20/4/2013;62Π_A;3.485,00;008.04.51.024;ΕΝΤΕΚ (25-15-0+2S) 40 ΚΙΛΩΝ
11.000.783,00;20/4/2013;62Π_A;3.486,00;024.02.22.030;ΚΑΛ/ΚΙ ΝΚ GIGANTIC Cruiser 50000 ΣΠΟΡΩΝ
11.000.784,00;20/4/2013;62Π_A;3.487,00;024.02.22.030;ΚΑΛ/ΚΙ ΝΚ GIGANTIC Cruiser 50000 ΣΠΟΡΩΝ
11.000.785,00;20/4/2013;62Π_A;3.488,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.786,00;20/4/2013;62Π_A;3.489,00;008.04.51.024;ΕΝΤΕΚ (25-15-0+2S) 40 ΚΙΛΩΝ
11.000.787,00;20/4/2013;62Π_A;3.490,00;008.04.51.024;ΕΝΤΕΚ (25-15-0+2S) 40 ΚΙΛΩΝ
11.000.788,00;20/4/2013;62Π_A;3.491,00;024.02.22.030;ΚΑΛ/ΚΙ ΝΚ GIGANTIC Cruiser 50000 ΣΠΟΡΩΝ
11.000.788,00;20/4/2013;62Π_A;3.491,00;035.02.22.042;ΚΑΛ/ΚΙ P 1921 Poncho 25.000 ΣΠΟΡΩΝ
11.000.788,00;20/4/2013;62Π_A;3.491,00;008.04.51.024;ΕΝΤΕΚ (25-15-0+2S) 40 ΚΙΛΩΝ
11.000.789,00;20/4/2013;62Π_A;3.492,00;024.02.22.030;ΚΑΛ/ΚΙ ΝΚ GIGANTIC Cruiser 50000 ΣΠΟΡΩΝ
11.000.791,00;20/4/2013;62Π_A;3.493,00;024.02.22.039;ΚΑΛ/ΚΙ ΝΚ FAMOSO Cruiser 25.000 ΣΠ.
11.000.791,00;20/4/2013;62Π_A;3.493,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.792,00;20/4/2013;62Π_A;3.494,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.792,00;20/4/2013;62Π_A;3.494,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.793,00;20/4/2013;62Π_A;3.495,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.793,00;20/4/2013;62Π_A;3.495,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.794,00;20/4/2013;62Π_A;3.496,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
11.000.794,00;20/4/2013;62Π_A;3.496,00;006.01.03.001;ΠΡΟΜΕΣ SL 100 Κ.ΕΚ.
11.000.795,00;20/4/2013;62Π_A;3.497,00;024.02.29.005;ΗΛΙΟΣΠΟΡΟΣ ΝΚ ΝΕΟΜΑ 150.000 ΣΠ.
11.000.796,00;20/4/2013;62Π_A;3.498,00;002.01.01.044;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 1 ΛΙΤΡΟΥ
11.000.797,00;20/4/2013;62Π_A;3.499,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.799,00;20/4/2013;62Π_A;3.500,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.799,00;20/4/2013;62Π_A;3.500,00;002.01.01.039;ΣΤΟΜΠ ΑΚΟΥΑ 455CS 18 ΛΙΤΡΩΝ
11.000.800,00;20/4/2013;62Π_A;3.501,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.801,00;20/4/2013;62Π_A;3.502,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.801,00;20/4/2013;62Π_A;3.502,00;024.02.22.040;ΚΑΛ/ΚΙ ΣΥ ΜΑΪΑΜΙ Cruiser 50.000 ΣΠ.
11.000.802,00;20/4/2013;62Π_A;3.503,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.805,00;20/4/2013;62Π_A;3.504,00;009.03.55.009;ΛΙΠ.(18-8-8) MOP 40 ΚΙΛΩΝ
11.000.806,00;20/4/2013;62Π_A;3.505,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.807,00;20/4/2013;62Π_A;3.506,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.808,00;20/4/2013;62Π_A;3.507,00;035.02.22.031;ΚΑΛ/ΚΙ ΕΛΕΟΝΩΡΑ ΠΟΝΤΣΟ 25000 ΣΠ.
11.000.808,00;20/4/2013;62Π_A;3.507,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.809,00;20/4/2013;62Π_A;3.508,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.810,00;20/4/2013;62Π_A;3.509,00;009.03.55.009;ΛΙΠ.(18-8-8) MOP 40 ΚΙΛΩΝ
11.000.810,00;20/4/2013;62Π_A;3.509,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.811,00;20/4/2013;62Π_A;3.510,00;024.02.22.042;ΚΑΛ/ΚΙ ΣΥ INOVE Cruiser 50.000 Σπ.
11.000.811,00;20/4/2013;62Π_A;3.510,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.812,00;20/4/2013;62Π_A;3.511,00;024.02.22.042;ΚΑΛ/ΚΙ ΣΥ INOVE Cruiser 50.000 Σπ.
11.000.813,00;20/4/2013;62Π_A;3.512,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.813,00;20/4/2013;62Π_A;3.512,00;024.02.22.040;ΚΑΛ/ΚΙ ΣΥ ΜΑΪΑΜΙ Cruiser 50.000 ΣΠ.
11.000.814,00;20/4/2013;62Π_A;3.513,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.815,00;20/4/2013;62Π_A;3.514,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.816,00;20/4/2013;62Π_A;3.515,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.817,00;20/4/2013;62Π_A;3.516,00;009.03.55.009;ΛΙΠ.(18-8-8) MOP 40 ΚΙΛΩΝ
11.000.818,00;20/4/2013;62Π_A;3.517,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.819,00;20/4/2013;62Π_A;3.518,00;009.03.55.009;ΛΙΠ.(18-8-8) MOP 40 ΚΙΛΩΝ
11.000.820,00;20/4/2013;62Π_A;3.519,00;099.03.53.009;ΛΙΠ.(33,5-0-0) 40 ΚΙΛΩΝ
11.000.821,00;20/4/2013;62Π_A;3.520,00;001.01.01.037;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 5 ΛΙΤΡΩΝ
11.000.821,00;20/4/2013;62Π_A;3.520,00;024.02.22.042;ΚΑΛ/ΚΙ ΣΥ INOVE Cruiser 50.000 Σπ.
11.000.821,00;20/4/2013;62Π_A;3.520,00;024.02.22.040;ΚΑΛ/ΚΙ ΣΥ ΜΑΪΑΜΙ Cruiser 50.000 ΣΠ.
11.000.822,00;20/4/2013;62Π_A;3.521,00;024.02.22.042;ΚΑΛ/ΚΙ ΣΥ INOVE Cruiser 50.000 Σπ.
11.000.823,00;20/4/2013;62Π_A;3.522,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.824,00;20/4/2013;62Π_A;3.523,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.825,00;20/4/2013;62Π_A;3.524,00;008.04.51.026;ΕΝΤΕΚ (24-8-7) 40 ΚΙΛΩΝ
11.000.826,00;20/4/2013;62Π_A;3.525,00;004.01.02.027;ΜΠΕΛΕΜ 0,8 MG 12 ΚΙΛΩΝ
11.000.827,00;20/4/2013;62Π_A;3.526,00;001.01.01.036;ΓΚΑΡΝΤΟΠΡΙΜ ΓΚΟΛΝΤ ΠΛΑΣ 500SC 1 ΛΙΤΡΟΥ
